genres,keywords,original_title,overview,popularity,runtime,spoken_languages,title,vote_average,vote_count,cast,director
Crime Drama History Thriller,white suit al capone tough cop treasury agent untouchable,The Untouchables,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",38.272889,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Untouchables,7.6,1384,Kevin Costner Sean Connery Charles Martin Smith Andy Garc\u00eda Robert De Niro,Brian De Palma
Crime Drama Thriller,texas drug traffic hitman united states\u2013mexico barrier suspense,No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",53.645267,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",No Country for Old Men,7.7,3003,Tommy Lee Jones Javier Bardem Josh Brolin Woody Harrelson Kelly Macdonald,Joel Coen
Comedy Romance Drama,holiday london england england alcohol sex,Bridget Jones's Diary,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",35.310712,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bridget Jones's Diary,6.5,1356,Ren\u00e9e Zellweger Colin Firth Hugh Grant Gemma Jones Jim Broadbent,Sharon Maguire
Comedy Romance,father son relationship casual meeting student of medicine friends valentine,No Strings Attached,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",38.688822,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",No Strings Attached,6.1,1331,Natalie Portman Ashton Kutcher Kevin Kline Cary Elwes Greta Gerwig,Ivan Reitman
Adventure Drama Family,brother sister relationship friendship bullying neighbor school,Bridge to Terabithia,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.",40.646102,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bridge to Terabithia,7.0,1113,Josh Hutcherson AnnaSophia Robb Robert Patrick Zooey Deschanel Bailee Madison,G\u00e1bor Csup\u00f3
Drama,london england scotland parents kids relationship becoming an adult fantasy,Finding Neverland,Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece “Peter Pan.”,34.160447999999995,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Finding Neverland,7.2,1223,Johnny Depp Kate Winslet Julie Christie Dustin Hoffman Freddie Highmore,Marc Forster
Action Drama Thriller,alcohol isolation wolf wilderness forest,The Grey,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,48.552871,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Grey,6.4,1451,Liam Neeson Dermot Mulroney Frank Grillo Dallas Roberts Joe Anderson,Joe Carnahan
Comedy,journalism sexism ladder panda tv show in film,Anchorman: The Legend of Ron Burgundy,"It's the 1970s, and San Diego super-sexist anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",29.342744,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Anchorman: The Legend of Ron Burgundy,6.7,1493,Will Ferrell Christina Applegate Paul Rudd David Koechner Steve Carell,Adam McKay
Drama Crime,prison based on novel florida 1970s mass murder,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",63.65424399999999,145.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",GoodFellas,8.2,3128,Robert De Niro Ray Liotta Joe Pesci Lorraine Bracco Paul Sorvino,Martin Scorsese
Action Crime Drama Thriller,miami corruption capitalism cuba prohibition,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",70.105981,170.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Scarface,8.0,2948,Al Pacino Steven Bauer Michelle Pfeiffer Mary Elizabeth Mastrantonio Robert Loggia,Brian De Palma
Drama,brother brother relationship deaf-mute american dream fanatic pipeline,There Will Be Blood,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",37.817905,158.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",There Will Be Blood,7.9,1537,Daniel Day-Lewis Paul Dano Dillon Freasier Ciar\u00e1n Hinds Kevin J. O'Connor,Paul Thomas Anderson
Drama Science Fiction,dystopia black and white based on young adult novel,The Giver,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",53.811461,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Giver,6.4,1798,Jeff Bridges Meryl Streep Brenton Thwaites Odeya Rush Alexander Skarsg\u00e5rd,Phillip Noyce
Drama Crime,prison corruption police brutality prison cell delinquent,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",136.747729,142.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Shawshank Redemption,8.5,8205,Tim Robbins Morgan Freeman Bob Gunton Clancy Brown Mark Rolston,Frank Darabont
Drama Romance War,based on novel army love u.s. soldier,Dear John,Sergeant John Tyree is home on a 2 week leave from Germany. He meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off the pier. John falls in love with Savannah who is a student on spring break helping build a house for Habitat for Humanity. A romance occurs and Savannah falls deeply in love with John. She promises to write John overseas until he returns.,19.402816,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Dear John,6.6,1262,Amanda Seyfried Channing Tatum Henry Thomas Richard Jenkins Scott Porter,Lasse Hallstr\u00f6m
Action Drama,bank training beating mixed martial arts teacher,Warrior,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places…the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for “Sparta”, the biggest MMA tournament ever held. But when Tommy’s underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",51.915025,140.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Warrior,7.7,1272,Tom Hardy Jennifer Morrison Nick Nolte Joel Edgerton Frank Grillo,Gavin O'Connor
Adventure Drama,post-apocalyptic dystopia paternity duringcreditsstinger,The Road,"A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones, and, when the snow falls it is gray. The sky is dark. Their destination is the warmer south, although they don't know what, if anything, awaits them there.",41.075532,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Road,6.8,1087,Viggo Mortensen Kodi Smit-McPhee Charlize Theron Robert Duvall Guy Pearce,John Hillcoat
Comedy Horror,washington d.c. sister sister relationship post-apocalyptic road trip blood splatter,Zombieland,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",57.300674,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Zombieland,7.2,3550,Jesse Eisenberg Woody Harrelson Emma Stone Abigail Breslin Amber Heard,Ruben Fleischer
Adventure Action Science Fiction,rebel android asteroid space battle snow storm,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",78.51783,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Empire Strikes Back,8.2,5879,Mark Hamill Harrison Ford Carrie Fisher Billy Dee Williams Anthony Daniels,Irvin Kershner
Action Comedy Crime Thriller,miami detective handcuffs airport mexican standoff,Bad Boys,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",33.872182,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bad Boys,6.5,1699,Will Smith Martin Lawrence T\u00e9a Leoni Tch\u00e9ky Karyo Joe Pantoliano,Michael Bay
Horror,omen airplane accident corpse death near-death experience,Final Destination,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",38.799596,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Final Destination,6.4,1378,Devon Sawa Ali Larter Kerr Smith Tony Todd Seann William Scott,James Wong
Thriller Science Fiction Action,darkness dystopia comet alien life-form survival,Pitch Black,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",18.493202,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Pitch Black,6.7,1789,Vin Diesel Radha Mitchell Cole Hauser Lewis Fitz-Gerald Claudia Black,David Twohy
Romance Science Fiction Drama,artificial intelligence computer love loneliness transhumanism,Her,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",53.682367000000006,126.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Her,7.9,4097,Joaquin Phoenix Scarlett Johansson Rooney Mara Amy Adams Olivia Wilde,Spike Jonze
Horror Thriller,suicide new york hotel fire hotel room,1408,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",35.169779,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",1408,6.5,1343,John Cusack Samuel L. Jackson Mary McCormack Jasmine Jessica Anthony Tony Shalhoub,Mikael H\u00e5fstr\u00f6m
Fantasy Drama Thriller Mystery Romance,corruption fortune teller money transfer money laundering pottery,Ghost,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",41.967005,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Ghost,6.9,1339,Patrick Swayze Demi Moore Whoopi Goldberg Tony Goldwyn Vincent Schiavelli,Jerry Zucker
Romance Comedy,surgeon stalker romantic comedy dream girl taboo,There's Something About Mary,"Having never fully recovered from a prom date that became a total disaster, a man finally gets a chance to reunite with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",57.110486,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",There's Something About Mary,6.5,1590,Cameron Diaz Ben Stiller Matt Dillon Lee Evans Chris Elliott,Bobby Farrelly
Fantasy Action Thriller,budapest subway love of one's life vampire bite,Underworld,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",81.829237,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Underworld,6.6,2512,Kate Beckinsale Scott Speedman Michael Sheen Shane Brolly Bill Nighy,Len Wiseman
Comedy Drama Mystery,journalist cat ransom kidnapping ancient rome,"Hail, Caesar!","Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.",39.006187,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Hail, Caesar!",5.7,1309,Josh Brolin George Clooney Alden Ehrenreich Ralph Fiennes Scarlett Johansson,Joel Coen
Drama Comedy Romance,dancing philadelphia running based on novel depression,Silver Linings Playbook,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",63.599973,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Silver Linings Playbook,6.9,4742,Bradley Cooper Jennifer Lawrence Robert De Niro Jacki Weaver Chris Tucker,David O. Russell
Action Crime Thriller,car journey transportation auto human trafficking,The Transporter,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",34.433521,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",The Transporter,6.6,1692,Jason Statham Shu Qi Fran\u00e7ois Berl\u00e9and Matt Schulze Ric Young,Louis Leterrier
Adventure Action,saving the world riddle nepal himalaya cairo,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",68.159596,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""ne"", ""name"": """"}]",Raiders of the Lost Ark,7.7,3854,Harrison Ford Karen Allen Paul Freeman Ronald Lacey John Rhys-Davies,Steven Spielberg
Comedy Family Adventure Crime,holiday new york new york city christmas,Home Alone 2: Lost in New York,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.",81.487685,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Home Alone 2: Lost in New York,6.3,2395,Macaulay Culkin Joe Pesci Catherine O'Hara Daniel Stern John Heard,Chris Columbus
Science Fiction Drama,indiana obsession extraterrestrial technology evacuation blackout,Close Encounters of the Third Kind,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",52.45650500000001,135.0,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Close Encounters of the Third Kind,7.2,1098,Richard Dreyfuss Fran\u00e7ois Truffaut Teri Garr Melinda Dillon Bob Balaban,Steven Spielberg
Crime Drama Thriller,based on novel psychopath horror suspense serial killer,The Silence of the Lambs,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",18.174804,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Silence of the Lambs,8.1,4443,Jodie Foster Anthony Hopkins Scott Glenn Ted Levine Anthony Heald,Jonathan Demme
Horror Thriller,sister sister relationship exorcism rhode island based on true story farmhouse,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",49.975409,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Conjuring,7.4,3092,Patrick Wilson Vera Farmiga Lili Taylor Ron Livingston Shanley Caswell,James Wan
Comedy Music,rock and roll rock high school music band,School of Rock,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fourth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",43.057323,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",School of Rock,6.7,1414,Jack Black Joan Cusack Mike White Sarah Silverman Adam Pascal,Richard Linklater
Drama History,whip kidnapping slavery plantation night shift,12 Years a Slave,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",95.9229,134.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",12 Years a Slave,7.9,3674,Chiwetel Ejiofor Michael Fassbender Lupita Nyong'o Benedict Cumberbatch Paul Dano,Steve McQueen
Fantasy Drama Romance,underdog love at first sight hairdresser small town scissors,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,47.51363,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Edward Scissorhands,7.5,3601,Johnny Depp Winona Ryder Dianne Wiest Alan Arkin Anthony Michael Hall,Tim Burton
Drama Romance,england based on novel depression small town wheelchair,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",53.161905,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Me Before You,7.6,2562,Emilia Clarke Sam Claflin Janet McTeer Charles Dance Brendan Coyle,Thea Sharrock
Comedy,alcohol bar party divorce family,Bad Moms,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.",42.512296,100.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Bad Moms,6.3,1252,Mila Kunis Kristen Bell Kathryn Hahn Christina Applegate Jada Pinkett Smith,Jon Lucas
Horror Thriller Mystery,nun deaf-mute orphan all girl troubled marriage,Orphan,"A married couple with a rocky past adopt 9-year old, Esther to fill the void created by a recently-stillborn baby. However, Esther is not quite who she seems.",29.295801,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""et"", ""name"": ""Eesti""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Orphan,6.7,1261,Vera Farmiga Peter Sarsgaard Isabelle Fuhrman CCH Pounder Jimmy Bennett,Jaume Collet-Serra
Drama Thriller History,child abuse journalism judge florida boston,Spotlight,"The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",41.503588,128.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Spotlight,7.8,2686,Mark Ruffalo Michael Keaton Rachel McAdams Liev Schreiber John Slattery,Tom McCarthy
Drama,terror loss of mother gun morocco deaf-mute,Babel,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",25.785925,143.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Babel,6.9,1055,Brad Pitt Cate Blanchett Gael Garc\u00eda Bernal Rinko Kikuchi Adriana Barraza,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
Science Fiction Drama Romance,deja vu regret jealousy amnesia dream,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",56.481487,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Eternal Sunshine of the Spotless Mind,7.9,3652,Jim Carrey Kate Winslet Kirsten Dunst Mark Ruffalo Elijah Wood,Michel Gondry
Comedy Action Science Fiction,end of the world apocalypse trilogy homage,The World's End,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,55.96460500000001,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The World's End,6.7,1778,Simon Pegg Nick Frost Martin Freeman Eddie Marsan Paddy Considine,Edgar Wright
Mystery Adventure Crime,based on novel technology internet hacking teenager,Nerve,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",62.933899,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Nerve,7.1,2181,Emma Roberts Dave Franco Emily Meade Miles Heizer Juliette Lewis,Henry Joost
Drama Horror Thriller,hotel clerk arizona shower rain,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",93.067866,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Psycho,8.2,2320,Anthony Perkins Vera Miles John Gavin Janet Leigh Martin Balsam,Alfred Hitchcock
Adventure Drama,male nudity parents kids relationship camping cutting the cord self-discovery,Into the Wild,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",43.644978,148.0,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Into the Wild,7.8,3045,Emile Hirsch Marcia Gay Harden William Hurt Jena Malone Brian H. Dierker,Sean Penn
Horror Action Thriller Crime,dancing brother brother relationship sexual obsession showdown sheriff,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",64.181668,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",From Dusk Till Dawn,6.9,1603,George Clooney Quentin Tarantino Harvey Keitel Juliette Lewis Ernest Liu,Robert Rodriguez
Action Science Fiction Thriller,resistance fascism totalitarian regime destroy phasing,Equilibrium,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",44.566609,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Equilibrium,6.9,1552,Christian Bale Taye Diggs Emily Watson Angus Macfadyen Sean Bean,Kurt Wimmer
Adventure Drama Western,countryside based on novel suicide attempt culture clash loss of family,Dances with Wolves,"Wounded Civil War soldier, John Dunbar tries to commit suicide – and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",45.707835,181.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Dances with Wolves,7.6,1046,Kevin Costner Mary McDonnell Graham Greene Rodney A. Grant Floyd Red Crow Westerman,Kevin Costner
Comedy,classroom teacher school workplace humor,Bad Teacher,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",28.497242,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bad Teacher,5.4,1584,Cameron Diaz Jason Segel Justin Timberlake Lucy Punch Phyllis Smith,Jake Kasdan
Crime Horror Mystery,halloween gore serial killer slasher tabloid,Scream,"A killer known as Ghostface begins killing off teenagers, and as the body count begins rising, one girl and her friends find themselves contemplating the 'rules' of horror films as they find themselves living in a real-life one.",45.99611,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Scream,7.0,1476,David Arquette Neve Campbell Courteney Cox Matthew Lillard Rose McGowan,Wes Craven
Horror Thriller,hotel isolation hotelier colorado maze,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",78.699993,144.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Shining,8.1,3757,Jack Nicholson Shelley Duvall Danny Lloyd Scatman Crothers Barry Nelson,Stanley Kubrick
Adventure Comedy Science Fiction Family,clock tower car race terrorist delorean lightning,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",76.60323299999997,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Back to the Future,8.0,6079,Michael J. Fox Christopher Lloyd Lea Thompson Crispin Glover Thomas F. Wilson,Robert Zemeckis
